http://www.latimes.com/business/autos/la-fi-hy-tesla-lawsuit-dismissed-20180828-story.html,122887,156,text/html
https://www.latimes.com/resizer/KKcXYs2iyLEcfKDQycgsJ_mYpjY=/1400x0/www.trbimg.com/img-5ba3d1c7/turbine/la-1537462724-z1fapvae0i-snap-image,152632,0,image/jpeg
http://www.latimes.com/travel/la-tr-airfare-deal-20180824-story.html,191382,157,text/html
https://www.latimes.com/resizer/GIDBkS6OzzBTopu5hvCHMF8Ffos=/1400x0/www.trbimg.com/img-5b584b41/turbine/la-1532513085-yqhmw3dgsv-snap-image,122591,0,image/jpeg
http://www.latimes.com/world/africa/la-fg-south-africa-zuma-corruption-20180406-story.html,126098,158,text/html
http://www.latimes.com/sports/boxing/la-sp-ggg-canelo-20180915-story.html,227719,156,text/html
https://www.latimes.com/world/la-fg-brazil-women-protests-20180929-story.html,120364,156,text/html
http://www.latimes.com/business/la-fi-hy-tesla-delivery-logistics-20180917-story.html,112446,160,text/html
http://www.latimes.com/pb/gr/c/default/r07x6C2681La5r/js/4bc288a076.js?v=87,444,0,application/javascript;charset=UTF-8
http://www.latimes.com/visuals/graphics/la-me-g-brown-state-budget-20150109-htmlstory.html,97734,177,text/html
http://www.latimes.com/local/lanow/la-me-ln-usc-legal-20180624-story.html,137181,161,text/html
http://www.latimes.com/sports/kings/la-sp-kings-report-20180922-story.html?outputType=amp,113354,72,text/html
http://www.latimes.com/opinion/la-ol-enter-the-fray-don-t-fall-for-trump-s-ridiculous-1531857787-htmlstory.html,218187,205,text/html
http://www.latimes.com/travel/la-tr-sites-sounds-cains-tulsa-20180617-story.html,258341,188,text/html
https://www.latimes.com/resizer/kh9Au3rrNrvaUAjtXxfTTL1CQ_8=/1400x0/www.trbimg.com/img-5b2eb723/turbine/la-1529788191-s3kvxq1a81-snap-image,96139,0,image/jpeg
https://www.latimes.com/resizer/YHBpJjQ01gZwg49OzOTxvIGMJPw=/1400x0/www.trbimg.com/img-5b90692b/turbine/la-1536190759-nd8tpxlxor-snap-image,220624,0,image/jpeg
http://www.latimes.com/sports/more/la-sp-horse-racing-newsletter-20180929-htmlstory.html,218207,184,text/html
http://www.latimes.com/health/la-he-sofia-vergara-20160707-snap-story.html,87754,149,text/html
http://www.latimes.com/entertainment/la-et-tiff-2018-toronto-film-festival-justin-chang-s-festival-diary-outlaw-1536346619-htmlstory.html,143828,189,text/html
http://www.latimes.com/business/hollywood/la-fi-ct-ticketmaster-scalpers-20180920-story.html,207549,156,text/html
https://www.latimes.com/entertainment/la-et-2018-emmys-70th-emmy-awards-live-jeff-daniels-hilarious-horse-riding-1537312629-htmlstory.html,187355,195,text/html
http://www.latimes.com/travel/la-tr-spot-in-flight-entertainment-20180610-story.html?outputType=amp,115769,70,text/html
https://www.latimes.com/sports/kings/la-sp-kings-ducks-brothers-20180912-story.html,208449,159,text/html
https://www.latimes.com/pb/gr/c/default/rmIoTX1H71La5r/js/da39a3ee5e.js?v=87,0,0,application/javascript;charset=UTF-8
